code,description,category
X670231,ΕΚΤΟΜΗ ΕΙΛΕΟΠΡΩΚΤΙΚΗΣ ΔΕΞΑΜΕΝΗΣ ΜΕ ΕΙΛΕΟΣΤΟΜΙΑ,Β
X670259,ΔΙΑΝΟΙΞΗ ΣΤΕΝΩΣΗΣ ΟΡΘΟΥ,Β
X670279,"ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΡΘΟΥ ΜΕ ΠΡΩΚΤΟΤΟΜΗ, ΔΙΑ ΤΟΥ ΙΕΡΟΥ ΟΣΤΟΥ Ή ΔΙΑΚΟΚΚΥΓΙΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X670299,"ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΡΘΟΥ, ΔΙΑΠΡΩΚΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X670339,"ΚΑΤΑΣΤΡΟΦΗ ΟΓΚΟΥ ΟΡΘΟΥ (Π.Χ. ΑΦΥΔΑΤΩΣΗ ΜΕ ΧΡΗΣΗ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ, ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΑΦΑΙΡΕΣΗ ΜΕ ΛΕΪΖΕΡ, ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΛΕΪΖΕΡ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ) ΔΙΑΠΡΩΚΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X670559,ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ Ή ΧΩΡΙΣ ΣΥΛΛΟΓΗ ΔΕΙΓΜΑΤΟΣ(ΩΝ) ΜΕ ΒΟΥΡΤΣΙΣΜΑ Ή ΕΚΠΛΥΣΗ,Β
X670565,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΔΙΑΣΤΟΛΗ (Π.Χ. ΑΕΡΟΘΑΛΑΜΟΣ, ΟΔΗΓΟ ΣΥΡΜΑ, ΚΗΡΙΟ)",Β
X670569,ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΒΙΟΨΙΑ(ΕΣ),Β
X670573,ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ,Β
X670575,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ, ΠΟΛΥΠΟΔΑ, Ή ΑΛΛΗΣ ΒΛΑΒΗΣ ΜΕΣΩ ΛΑΒΙΔΑΣ ΘΕΡΜΗΣ ΒΙΟΨΙΑΣ (HOT BIOPSY) Ή ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΙΑΣΜΟΥ",Β
X670577,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ, ΠΟΛΥΠΟΔΑ, Ή ΑΛΛΗΣ ΒΛΑΒΗΣ ΜΕ ΒΡΟΧΟ",Β
X670589,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΦΑΙΡΕΣΗ ΠΟΛΛΑΠΛΩΝ ΟΓΚΩΝ, ΠΟΛΥΠΟΔΩΝ, Ή ΑΛΛΩΝ ΒΛΑΒΩΝ ΜΕΣΩ ΛΑΒΙΔΑΣ ΘΕΡΜΗΣ ΒΙΟΨΙΑΣ (HOT BIOPSY), ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΙΑΣΜΟΥ Ή ΒΡΟΧΟ",Β
X670593,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΕΛΕΓΧΟ ΑΙΜΟΡΡΑΓΙΑΣ (Π.Χ., ΕΓΧΥΣΗ, ΔΙΠΟΛΙΚΟΣ ΚΑΥΤΗΡΑΣ, ΜΟΝΟΠΟΛΙΚΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ, ΛΕΪΖΕΡ, ΘΕΡΜΙΚΟΣ ΚΑΘΕΤΗΡΑΣ, ΣΥΡΡΑΠΤΙΚΟ CLIP, ΑΡΓΟ ΠΛΑΣΜΑ)",Β
X670599,"ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ), ΜΗ ΥΠΟΚΕΙΜΕΝΗΣ(ΩΝ) ΣΕ ΑΦΑΙΡΕΣΗ ΜΕΣΩ ΛΑΒΙΔΑΣ ΘΕΡΜΗΣ ΒΙΟΨΙΑΣ (HOT BIOPSY), ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΙΑΣΜΟΥ Ή ΒΡΟΧΟΥ (Π.Χ. ΛΕΪΖΕΡ)",Β
X670601,ΟΡΘΟΣΙΓΜΟΕΙΔΟΣΚΟΠΗΣΗ ΜΕ ΑΚΑΜΠΤΟ ΕΝΔΟΣΚΟΠΙΟ ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΥΣΤΡΟΦΗΣ,Β
X670613,ΑΝΕΝΕΡΓΟΣ,Β
X670619,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗΣ ΣΠΛΗΝΙΚΗΣ ΚΑΜΠΗΣ. ΑΠΛΗ.,Β
X670621,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗΣ ΣΠΛΗΝΙΚΗΣ ΚΑΜΠΗΣ. ΛΗΨΗ ΒΙΟΨΙΩΝ.,Β
X670623,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ,Β
X670625,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗΣ ΣΠΛΗΝΙΚΗΣ ΚΑΜΠΗΣ. ΑΦΑΙΡΕΣΗ ΠΟΛΥΠΟΔΩΝ.,Β
X670627,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗΜΕ ΕΛΕΓΧΟ ΑΙΜΟΡΡΑΓΙΑΣ (Π.Χ., ΕΓΧΥΣΗ, ΔΙΠΟΛΙΚΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ, ΜΟΝΟΠΟΛΙΚΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ, ΛΕΪΖΕΡ, ΘΕΡΜΙΚΟΣ ΚΑΘΕΤΗΡΑΣ, ΣΥΡΡΑΠΤΙΚΟ CLIP, ΑΡΓΟ ΠΛΑΣΜΑ)",Β
X670629,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΕΓΧΥΣΗ ΧΡΩΣΤΙΚΗΣ ΓΙΑ ΣΗΜΑΝΣΗ ΒΛΑΒΗΣ,Β
X670633,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΥΣΤΡΟΦΗΣ,Β
X670635,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ) ΜΕ ΒΡΟΧΟ",Β
X670637,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΚΑΤΑΣΤΡΟΦΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ), ΜΗ ΥΠΟΚΕΙΜΕΝΗΣ(ΩΝ) ΣΕ ΑΦΑΙΡΕΣΗ ΜΕΣΩ ΛΑΒΙΔΑΣ ΘΕΡΜΗΣ ΒΙΟΨΙΑΣ (HOT BIOPSY), ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΙΑΣΜΟΥ Ή ΤΕΧΝΙΚΗΣ ΒΡΟΧΟΥ",Β
X670639,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΔΙΑΣΤΟΛΗ ΜΕ ΔΙΑΤΑΣΗ ΑΕΡΟΘΑΛΑΜΟΥ (ΜΙΑ Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΣΤΕΝΩΣΕΙΣ),Β
X670641,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΕΝΔΟΣΚΟΠΙΚΗ ΥΠΕΡΗΧΟΤΟΜΟΓΡΑΦΙΑ,Β
X670643,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΕΝΔΟΣΚΟΠΙΚΗ ΥΠΕΡΗΧΟΤΟΜΟΓΡΑΦΙΑ ΜΕ ΛΗΨΗ ΒΙΟΨΙΑΣ/ΚΥΤΤΑΡΟΛΟΓΙΚΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ,Β
X670649,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΗ ΣΠΛΗΝΙΚΗ ΚΑΜΠΗ ΜΕ ΕΙΣΑΓΩΓΗ ΕΝΔΟΠΡΟΘΕΣΗΣ (ΜΕ Η ΧΩΡΙΣ ΔΙΑΣΤΟΛΗ),Β
X670669,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΔΙΑΚΟΙΛΙΑΚΗ ΜΕΣΩ ΚΟΛΟΣΤΟΜΙΑΣ,Β
X670715,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟΥ ΤΥΦΛΟΥ. ΑΠΛΗ.,Β
X670717,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ,Β
X670719,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟΥ ΤΥΦΛΟΥ. ΛΗΨΗ ΒΙΟΨΙΩΝ.,Β
X670721,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΕΓΧΥΣΗ ΧΡΩΣΤΙΚΗΣ ΓΙΑ ΣΗΜΑΝΣΗ ΒΛΑΒΗΣ,Β
X670723,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΕΛΕΓΧΟ ΑΙΜΟΡΡΑΓΙΑΣ (Π.Χ. ΕΓΧΥΣΗ, ΔΙΠΟΛΙΚΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ, ΜΟΝΟΠΟΛΙΚΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ, ΛΕΪΖΕΡ, ΘΕΡΜΙΚΟΣ ΚΑΘΕΤΗΡΑΣ, ΣΥΡΡΑΠΤΙΚΟ CLIP, ΑΡΓΟ ΠΛΑΣΜΑ)",Β
X670725,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΜΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΜΕΧΡΙ ΤΟΥ ΤΥΦΛΟΥ. ΑΦΑΙΡΕΣΗ ΠΟΛΥΠΟΔΩΝ.,Β
X670727,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ) ΜΕΣΩ ΛΑΒΙΔΑΣ ΘΕΡΜΗΣ ΒΙΟΨΙΑΣ (HOT BIOPSY) Ή ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΙΑΣΜΟΥ",Β
X670729,"ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ) ΜΕ ΒΡΟΧΟ",Β
X670731,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΔΙΑΣΤΟΛΗ ΜΕ ΔΙΑΤΑΣΗ ΑΕΡΟΘΑΛΑΜΟΥ (ΜΙΑ Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΣΤΕΝΩΣΕΙΣ),Β
X670733,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΕΙΣΑΓΩΓΗ ΕΝΔΟΠΡΟΘΕΣΗΣ (ΜΕ Η ΧΩΡΙΣ ΔΙΑΣΤΟΛΗ),Β
X670741,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΕΝΔΟΣΚΟΠΙΚΗ ΥΠΕΡΗΧΟΤΟΜΟΓΡΑΦΙΑ,Β
X670743,ΕΝΔΟΣΚΟΠΗΣΗ ΠΑΧΕΟΣ ΕΝΤΕΡΟΥ ΜΕ ΕΥΚΑΠΤΟ ΟΡΓΑΝΟ ΜΕΧΡΙ ΤΟ ΤΥΦΛΟ ΜΕ ΕΝΔΟΣΚΟΠΙΚΗ ΥΠΕΡΗΧΟΤΟΜΟΓΡΑΦΙΑ ΜΕ ΛΗΨΗ ΒΙΟΨΙΑΣ/ΚΥΤΤΑΡΟΛΟΓΙΚΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ,Β
X670749,"ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΠΡΩΚΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΣΥΝΔΥΑΣΜΕΝΗ ΚΟΙΛΙΟΠΕΡΙΝΕΪΚΗ, ΜΕ ΚΟΛΟΣΤΟΜΙΑ",Β
X670753,"ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΠΡΩΚΤΕΚΤΟΜΗ, ΣΥΝΔΥΑΣΜΕΝΗ ΚΟΙΛΙΟΠΕΡΙΝΕΪΚΗ ΔΙΑΔΙΚΑΣΙΑ ΔΙΕΛΚΥΣΗΣ (Π.Χ. ΚΟΛΟ-ΠΡΩΚΤΙΚΗ ΑΝΑΣΤΟΜΩΣΗ), ΜΕ ΔΗΜΙΟΥΡΓΙΑ ΔΕΞΑΜΕΝΗΣ ΠΑΧΕΩΣ ΕΝΤΕΡΟΥ (Π.Χ. ΚΟΛΠΩΜΑ ΤΥΠΟΥ J) ΜΕ ΕΝΤΕΡΟΣΤΟΜΙΑ ΕΚΤΡΟΠΗΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ",Β
X670759,"ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΠΡΩΚΤΟΠΗΞΙΑ (ΓΙΑ ΠΡΟΠΤΩΣΗ)",Β
X670763,"ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΠΡΩΚΤΟΠΗΞΙΑ (ΓΙΑ ΠΡΟΠΤΩΣΗ), ΜΕ ΕΚΤΟΜΗ ΣΙΓΜΟΕΙΔΟΥΣ",Β
X670957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΛΑΠΑΡΟΣΚΟΠΗΣΗΣ, ΟΡΘΟ",Β
X670959,"ΠΡΩΚΤΟΠΛΑΣΤΙΚΗ, ΓΙΑ ΣΤΕΝΩΣΗ",Β
X670969,"ΠΡΩΚΤΟΠΛΑΣΤΙΚΗ, ΓΙΑ ΠΡΟΠΤΩΣΗ ΒΛΕΝΝΟΓΟΝΟΥ",Β
X670999,ΠΕΡΙΟΡΘΙΚΗ ΕΓΧΥΣΗ ΣΚΛΗΡΥΝΤΙΚΟΥ ΔΙΑΛΥΜΑΤΟΣ ΓΙΑ ΠΡΟΠΤΩΣΗ,Β
X671039,"ΠΡΩΚΤΟΠΗΞΙΑ (Π.Χ. ΓΙΑ ΠΡΟΠΤΩΣΗ), ΚΟΙΛΙΑΚΗ ΠΡΟΣΕΓΓΙΣΗ",Β
X671041,"ΠΡΩΚΤΟΠΗΞΙΑ (Π.Χ. ΓΙΑ ΠΡΟΠΤΩΣΗ), ΠΕΡΙΝΕΪΚΗ ΠΡΟΣΕΓΓΙΣΗ",Β
X671059,"ΠΡΩΚΤΟΠΗΞΙΑ (Π.Χ. ΓΙΑ ΠΡΟΠΤΩΣΗ), ΜΕ ΕΚΤΟΜΗ ΣΙΓΜΟΕΙΔΟΥΣ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΕΓΓΙΣΗ",Β
X671079,ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΡΘΟΚΗΛΗΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ),Β
X671083,"ΔΙΕΡΕΥΝΗΣΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΑΙ ΠΡΟΪΕΡΑ ΠΑΡΟΧΕΤΕΥΣΗ ΓΙΑ ΤΡΑΥΜΑ ΤΟΥ ΟΡΘΟΥ,",Β
X671085,"ΔΙΕΡΕΥΝΗΣΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΑΙ ΠΡΟΪΕΡΑ ΠΑΡΟΧΕΤΕΥΣΗ ΓΙΑ ΤΡΑΥΜΑ ΤΟΥ ΟΡΘΟΥ ΜΕ ΚΟΛΟΣΤΟΜΙΑ",Β
X671559,"ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΚΥΣΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ,",Β
X671569,ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΚΥΣΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ· ΜΕ ΚΟΛΟΣΤΟΜΙΑ,Β
X671599,"ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΟΥΡΗΘΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ,",Β
X671609,ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΟΥΡΗΘΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ· ΜΕ ΚΟΛΟΣΤΟΜΙΑ,Β
X671759,ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΡΟΠΤΩΣΗΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ) ΥΠΟ ΑΝΑΙΣΘΗΣΙΑ,Β
X671769,"ΔΙΑΣΤΟΛΗ ΠΡΩΚΤΙΚΟΥ ΣΦΙΓΚΤΗΡΑ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ) ΥΠΟ ΑΝΑΙΣΘΗΣΙΑ, ΕΚΤΟΣ ΑΠΟ ΤΟΠΙΚΗ",Β
X671779,"ΔΙΑΣΤΟΛΗ ΠΡΩΚΤΙΚΗΣ ΣΤΕΝΩΣΗΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ) ΥΠΟ ΑΝΑΙΣΘΗΣΙΑ, ΕΚΤΟΣ ΑΠΟ ΤΟΠΙΚΗ",Β
X671789,ΑΦΑΙΡΕΣΗ ΕΝΣΦΗΝΩΜΕΝΩΝ ΚΟΠΡΑΝΩΝ Ή ΞΕΝΟΥ ΣΩΜΑΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ) ΥΠΟ ΑΝΑΙΣΘΗΣΙΑ,Β
X671939,"ΟΡΘΟΠΡΩΚΤΙΚΗ ΕΞΕΤΑΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΑΙΤΕΙ ΑΝΑΙΣΘΗΣΙΑ (ΓΕΝΙΚΗ, ΣΠΟΝΔΥΛΙΚΗ Ή ΕΠΙΣΚΛΗΡΙΔΙΟΣ), ΔΙΑΓΝΩΣΤΙΚΗ",Β
X671957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΟΡΘΟ",Β
X671999,ΤΟΠΟΘΕΤΗΣΗ SETON,Β
X672019,"ΑΦΑΙΡΕΣΗ ΠΡΩΚΤΙΚΟΥ SETON, ΑΛΛΟΣ ΔΕΙΚΤΗΣ",Β
X672039,ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΙΣΧΙΟΡΘΙΚΟΥ ΚΑΙ/Ή ΠΕΡΙΟΡΘΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ),Β
X672049,"ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΕΝΔΟΤΟΙΧΩΜΑΤΙΚΟΥ, ΕΝΔΟΜΥΪΚΟΥ Ή ΥΠΟΒΛΕΝΝΟΓΟΝΙΟΥ ΑΠΟΣΤΗΜΑΤΟΣ, ΔΙΑΠΡΩΚΤΙΚΗ, ΥΠΟ ΑΝΑΙΣΘΗΣΙΑ",Β
X672059,"ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ, ΠΕΡΙΠΡΩΚΤΙΚΟ ΑΠΟΣΤΗΜΑ, ΕΠΙΦΑΝΕΙΑΚΟ",Β
X672079,"ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΙΣΧΙΟΡΘΙΚΟΥ Ή ΕΝΔΟΤΟΙΧΩΜΑΤΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ, ΜΕ ΣΥΡΙΓΓΙΕΚΤΟΜΗ Ή ΣΥΡΙΓΓΙΟΤΟΜΗ, ΥΠΟΜΥΪΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ SETON",Β
X672099,"ΤΟΜΗ, ΠΡΩΚΤΙΚΟ ΔΙΑΦΡΑΓΜΑ (ΒΡΕΦΗ)",Β
